Age,Gender,Education_Level,Job Title,Divisions,Years of Experience,Rank,Salary,Salary_division
33,Female,Master's Degree,Marketing Manager,Managerial,9,Mid-level,130000,Moderate
24,Female,Bachelor's Degree,Web Developer,Developer,1,Junior,40000,Low
36,Female,PhD,Research Scientist,Science and Analytics,12,Mid-level,170000,High
24,Female,Bachelor's Degree,Web Developer,Developer,1,Junior,40000,Low
26,Female,Master's Degree,Marketing Coordinator,Marketing,2,Junior,40000,Low
34,Male,PhD,Research Director,Director,11,Mid-level,160000,High
25,Female,Master's Degree,Marketing Coordinator,Marketing,2,Junior,40000,Low
32,Male,Bachelor's Degree,Product Manager,Managerial,7,Mid-level,120000,Moderate
29,Female,High School,Junior Sales Associate,Sales,1,Junior,30000,Low
37,Male,Master's Degree,Marketing Director,Director,14,Mid-level,190000,High
39,Female,Bachelor's Degree,Financial Manager,Managerial,16,Senior,200000,High
26,Female,Bachelor's Degree,Marketing Coordinator,Marketing,2,Junior,40000,Low
31,Female,PhD,Data Scientist,Science and Analytics,8,Mid-level,140000,High
24,Male,Bachelor's Degree,Junior Web Developer,Developer,1,Junior,40000,Low
33,Female,Master's Degree,Marketing Manager,Managerial,9,Mid-level,130000,Moderate
25,Male,High School,Junior HR Generalist,HR,2,Junior,40000,Low
36,Female,PhD,Research Scientist,Science and Analytics,12,Mid-level,170000,High
24,Male,Bachelor's Degree,Junior Web Developer,Developer,1,Junior,40000,Low
25,Male,High School,Junior HR Generalist,HR,2,Junior,40000,Low
34,Male,PhD,Research Director,Director,11,Mid-level,160000,High
28,Female,High School,Junior Sales Associate,Sales,1,Junior,30000,Low
32,Male,Bachelor's Degree,Product Manager,Managerial,7,Mid-level,120000,Moderate
28,Female,High School,Junior Sales Associate,Sales,1,Junior,30000,Low
37,Male,Master's Degree,Marketing Director,Director,14,Mid-level,190000,High
39,Female,Bachelor's Degree,Financial Manager,Managerial,16,Senior,200000,High
28,Female,High School,Junior Sales Associate,Sales,1,Junior,30000,Low
31,Female,PhD,Data Scientist,Science and Analytics,8,Mid-level,140000,High
32,Female,Bachelor's Degree,Junior Sales Representative,Sales,3,Junior,40000,Low
33,Female,Master's Degree,Marketing Manager,Managerial,9,Mid-level,130000,Moderate
27,Male,High School,Sales Executive,Sales,2,Junior,40000,Low
36,Female,PhD,Research Scientist,Science and Analytics,12,Mid-level,170000,High
28,Male,Master's Degree,Sales Representative,Sales,2,Junior,40000,Low
28,Female,High School,Junior Sales Associate,Sales,1,Junior,30000,Low
34,Male,PhD,Research Director,Director,11,Mid-level,160000,High
28,Female,High School,Junior Sales Associate,Sales,1,Junior,30000,Low
32,Male,Bachelor's Degree,Product Manager,Managerial,7,Mid-level,120000,Moderate
28,Female,High School,Junior Sales Associate,Sales,1,Junior,30000,Low
37,Male,Master's Degree,Marketing Director,Director,14,Mid-level,190000,High
39,Female,Bachelor's Degree,Financial Manager,Managerial,16,Senior,200000,High
28,Female,High School,Junior Sales Associate,Sales,1,Junior,30000,Low
31,Female,PhD,Data Scientist,Science and Analytics,8,Mid-level,140000,High
31,Female,Bachelor's Degree,Junior Sales Representative,Sales,3,Junior,40000,Low
33,Female,Master's Degree,Marketing Manager,Managerial,9,Mid-level,130000,Moderate
28,Male,High School,Sales Executive,Sales,2,Junior,40000,Low
36,Female,PhD,Research Scientist,Science and Analytics,12,Mid-level,170000,High
27,Male,High School,Sales Executive,Sales,2,Junior,40000,Low
29,Male,High School,Sales Representative,Sales,2,Junior,40000,Low
34,Male,PhD,Research Director,Director,11,Mid-level,160000,High
28,Female,Bachelor's Degree,Sales Representative,Sales,2,Junior,40000,Low
32,Male,Bachelor's Degree,Product Manager,Managerial,7,Mid-level,120000,Moderate
28,Female,High School,Junior Sales Associate,Sales,1,Junior,30000,Low
37,Male,Master's Degree,Marketing Director,Director,14,Mid-level,190000,High
39,Female,Bachelor's Degree,Financial Manager,Managerial,16,Senior,200000,High
24,Female,High School,Sales Associate,Sales,1,Junior,30000,Low
31,Female,PhD,Data Scientist,Science and Analytics,8,Mid-level,140000,High
28,Male,High School,Sales Executive,Sales,2,Junior,40000,Low
33,Female,Master's Degree,Marketing Manager,Managerial,9,Mid-level,130000,Moderate
31,Male,High School,Junior Sales Representative,Sales,3,Junior,40000,Low
36,Female,PhD,Research Scientist,Science and Analytics,12,Mid-level,170000,High
26,Male,High School,Digital Marketing Manager,Managerial,2,Junior,40000,Low
26,Male,High School,Sales Manager,Managerial,2,Junior,40000,Low
34,Male,PhD,Research Director,Director,11,Mid-level,160000,High
26,Male,High School,Sales Manager,Managerial,2,Junior,40000,Low
32,Male,Bachelor's Degree,Product Manager,Managerial,7,Mid-level,120000,Moderate
24,Female,High School,Sales Associate,Sales,1,Junior,30000,Low
37,Male,Master's Degree,Marketing Director,Director,14,Mid-level,190000,High
39,Female,Bachelor's Degree,Financial Manager,Managerial,16,Senior,200000,High
27,Male,phD,Marketing Coordinator,Marketing,7,Mid-level,120000,Moderate
26,Male,High School,Sales Manager,Managerial,2,Junior,40000,Low
33,Male,Master's Degree,Software Engineer,Engineering,8,Mid-level,120000,Moderate
26,Male,High School,Sales Manager,Managerial,2,Junior,40000,Low
26,Male,High School,Sales Manager,Managerial,2,Junior,40000,Low
36,Female,Bachelor's Degree,Financial Analyst,Finance,11,Mid-level,150000,High
26,Male,High School,Sales Manager,Managerial,2,Junior,40000,Low
32,Female,Master's Degree,Software Engineer,Engineering,9,Mid-level,120000,Moderate
26,Female,Bachelor's Degree,Sales Representative,Sales,2,Junior,40000,Low
24,Female,High School,Sales Associate,Sales,1,Junior,30000,Low
35,Male,PhD,Research Scientist,Science and Analytics,11,Mid-level,150000,High
31,Male,High School,Junior Sales Representative,Sales,3,Junior,40000,Low
31,Female,Bachelor's Degree,Marketing Manager,Managerial,7,Mid-level,100000,Moderate
26,Male,High School,Digital Marketing Manager,Managerial,2,Junior,40000,Low
24,Female,Bachelor's Degree,Marketing Analyst,Marketing,0,Intern,40000,Low
26,Male,High School,Sales Manager,Managerial,2,Junior,40000,Low
34,Female,PhD,Research Director,Director,12,Mid-level,170000,High
26,Male,High School,Sales Manager,Managerial,2,Junior,40000,Low
33,Female,Master's Degree,Marketing Manager,Managerial,8,Mid-level,120000,Moderate
26,Male,High School,Sales Manager,Managerial,2,Junior,40000,Low
26,Male,High School,Sales Manager,Managerial,2,Junior,40000,Low
36,Male,PhD,Research Scientist,Science and Analytics,13,Mid-level,180000,High
39,Female,Bachelor's Degree,Financial Manager,Managerial,15,Senior,200000,High
26,Male,High School,Sales Manager,Managerial,2,Junior,40000,Low
31,Female,PhD,Data Scientist,Science and Analytics,8,Mid-level,140000,High
26,Male,High School,Sales Manager,Managerial,2,Junior,40000,Low
32,Female,Bachelor's Degree,Product Manager,Managerial,7,Mid-level,110000,Moderate
24,Male,High School,Delivery Driver,Customer Care,0,Intern,28000,Low
37,Male,Master's Degree,Marketing Director,Director,14,Mid-level,190000,High
39,Female,Bachelor's Degree,Financial Manager,Managerial,16,Senior,210000,High
24,Female,High School,Sales Associate,Sales,1,Junior,30000,Low
31,Female,PhD,Data Scientist,Science and Analytics,8,Mid-level,140000,High
32,Male,High School,Junior Sales Representative,Sales,3,Junior,40000,Low
33,Female,Master's Degree,Marketing Manager,Managerial,9,Mid-level,130000,Moderate
27,Male,High School,Digital Marketing Manager,Managerial,2,Junior,40000,Low
36,Female,PhD,Research Scientist,Science and Analytics,12,Mid-level,170000,High
27,Male,High School,Sales Manager,Managerial,2,Junior,40000,Low
32,Male,High School,Junior Sales Representative,Sales,3,Junior,40000,Low
34,Male,PhD,Research Director,Director,11,Mid-level,160000,High
27,Male,High School,Digital Marketing Manager,Managerial,2,Junior,40000,Low
32,Male,Bachelor's Degree,Product Manager,Managerial,7,Mid-level,120000,Moderate
24,Female,High School,Sales Associate,Sales,1,Junior,30000,Low
37,Male,Master's Degree,Marketing Director,Director,14,Mid-level,190000,High
39,Female,Bachelor's Degree,Financial Manager,Managerial,16,Senior,200000,High
27,Male,High School,Sales Manager,Managerial,2,Junior,40000,Low
31,Female,PhD,Data Scientist,Science and Analytics,8,Mid-level,140000,High
32,Male,High School,Junior Sales Representative,Sales,3,Junior,40000,Low
33,Female,Master's Degree,Marketing Manager,Managerial,9,Mid-level,130000,Moderate
27,Male,High School,Digital Marketing Manager,Managerial,2,Junior,40000,Low
36,Female,PhD,Research Scientist,Science and Analytics,12,Mid-level,170000,High
27,Male,High School,Sales Manager,Managerial,2,Junior,40000,Low
32,Male,High School,Junior Sales Representative,Sales,3,Junior,40000,Low
34,Male,PhD,Research Director,Director,11,Mid-level,160000,High
27,Male,High School,Digital Marketing Manager,Managerial,2,Junior,40000,Low
32,Male,Bachelor's Degree,Product Manager,Managerial,7,Mid-level,120000,Moderate
24,Female,High School,Sales Associate,Sales,1,Junior,30000,Low
37,Male,Master's Degree,Marketing Director,Director,14,Mid-level,190000,High
39,Female,Bachelor's Degree,Financial Manager,Managerial,16,Senior,200000,High
24,Female,High School,Sales Associate,Sales,1,Junior,30000,Low
31,Female,PhD,Data Scientist,Science and Analytics,8,Mid-level,140000,High
33,Male,High School,Junior HR Coordinator,HR,3,Junior,38000,Low
33,Female,Master's Degree,Marketing Manager,Managerial,9,Mid-level,130000,Moderate
24,Female,High School,Sales Associate,Sales,1,Junior,30000,Low
36,Female,PhD,Research Scientist,Science and Analytics,12,Mid-level,170000,High
33,Male,High School,Junior HR Coordinator,HR,3,Junior,38000,Low
26,Male,Bachelor's Degree,Junior HR Coordinator,HR,2,Junior,38000,Low
34,Male,PhD,Research Director,Director,11,Mid-level,160000,High
26,Male,Bachelor's Degree,Junior HR Coordinator,HR,2,Junior,38000,Low
32,Male,Bachelor's Degree,Product Manager,Managerial,7,Mid-level,120000,Moderate
24,Female,High School,Sales Associate,Sales,1,Junior,30000,Low
37,Male,Master's Degree,Marketing Director,Director,14,Mid-level,190000,High
39,Female,Bachelor's Degree,Financial Manager,Managerial,16,Senior,200000,High
28,Female,Bachelor's Degree,Junior Software Developer,Developer,2,Junior,37000,Low
31,Female,PhD,Data Scientist,Science and Analytics,8,Mid-level,140000,High
28,Female,Bachelor's Degree,Junior Software Developer,Developer,2,Junior,37000,Low
33,Female,Master's Degree,Marketing Manager,Managerial,9,Mid-level,130000,Moderate
28,Female,Bachelor's Degree,Junior Software Developer,Developer,2,Junior,37000,Low
36,Female,PhD,Research Scientist,Science and Analytics,12,Mid-level,170000,High
28,Female,Bachelor's Degree,Junior Software Developer,Developer,2,Junior,37000,Low
28,Female,Bachelor's Degree,Junior Software Developer,Developer,2,Junior,37000,Low
34,Male,PhD,Research Director,Director,11,Mid-level,160000,High
28,Female,Bachelor's Degree,Junior Software Developer,Developer,2,Junior,37000,Low
32,Male,Bachelor's Degree,Product Manager,Managerial,7,Mid-level,120000,Moderate
24,Female,High School,Sales Associate,Sales,1,Junior,30000,Low
37,Male,Master's Degree,Marketing Director,Director,14,Mid-level,190000,High
39,Female,Bachelor's Degree,Financial Manager,Managerial,16,Senior,200000,High
28,Female,Bachelor's Degree,Junior Software Developer,Developer,2,Junior,37000,Low
31,Female,PhD,Data Scientist,Science and Analytics,8,Mid-level,140000,High
28,Female,Bachelor's Degree,Junior Software Developer,Developer,2,Junior,37000,Low
33,Female,Master's Degree,Marketing Manager,Managerial,9,Mid-level,130000,Moderate
27,Female,Bachelor's Degree,Junior Software Developer,Developer,2,Junior,36000,Low
36,Female,PhD,Research Scientist,Science and Analytics,12,Mid-level,170000,High
27,Female,Bachelor's Degree,Junior Software Developer,Developer,2,Junior,36000,Low
27,Female,Bachelor's Degree,Junior Software Developer,Developer,2,Junior,36000,Low
34,Male,PhD,Research Director,Director,11,Mid-level,160000,High
27,Female,Bachelor's Degree,Junior Software Developer,Developer,2,Junior,36000,Low
32,Male,Bachelor's Degree,Product Manager,Managerial,7,Mid-level,120000,Moderate
24,Female,High School,Sales Associate,Sales,1,Junior,30000,Low
37,Male,Master's Degree,Marketing Director,Director,14,Mid-level,190000,High
39,Female,Bachelor's Degree,Financial Manager,Managerial,16,Senior,200000,High
27,Female,Bachelor's Degree,Junior Software Developer,Developer,2,Junior,36000,Low
31,Female,PhD,Data Scientist,Science and Analytics,8,Mid-level,140000,High
27,Female,Bachelor's Degree,Junior Software Developer,Developer,2,Junior,36000,Low
33,Female,Master's Degree,Marketing Manager,Managerial,9,Mid-level,130000,Moderate
27,Female,Bachelor's Degree,Junior Software Developer,Developer,2,Junior,36000,Low
36,Female,PhD,Research Scientist,Science and Analytics,12,Mid-level,170000,High
27,Female,Bachelor's Degree,Junior Software Developer,Developer,2,Junior,36000,Low
28,Female,Bachelor's Degree,Junior Software Developer,Developer,2,Junior,36000,Low
34,Male,PhD,Research Director,Director,11,Mid-level,160000,High
28,Female,Bachelor's Degree,Junior Software Developer,Developer,2,Junior,36000,Low
32,Male,Bachelor's Degree,Product Manager,Managerial,7,Mid-level,120000,Moderate
24,Female,High School,Sales Associate,Sales,1,Junior,30000,Low
37,Male,Master's Degree,Marketing Director,Director,14,Mid-level,190000,High
39,Female,Bachelor's Degree,Financial Manager,Managerial,16,Senior,200000,High
28,Female,Bachelor's Degree,Junior Software Developer,Developer,2,Junior,36000,Low
31,Female,PhD,Data Scientist,Science and Analytics,8,Mid-level,140000,High
28,Female,Bachelor's Degree,Junior Software Developer,Developer,2,Junior,36000,Low
33,Female,Master's Degree,Marketing Manager,Managerial,9,Mid-level,130000,Moderate
28,Female,Bachelor's Degree,Junior Software Developer,Developer,2,Junior,36000,Low
36,Female,PhD,Research Scientist,Science and Analytics,12,Mid-level,170000,High
28,Female,Bachelor's Degree,Junior Software Developer,Developer,2,Junior,36000,Low
28,Female,Bachelor's Degree,Junior Software Developer,Developer,2,Junior,36000,Low
34,Male,PhD,Research Director,Director,11,Mid-level,160000,High
28,Female,Bachelor's Degree,Junior Software Developer,Developer,2,Junior,36000,Low
32,Male,Bachelor's Degree,Product Manager,Managerial,7,Mid-level,120000,Moderate
24,Female,High School,Sales Associate,Sales,1,Junior,30000,Low
37,Male,Master's Degree,Marketing Director,Director,14,Mid-level,190000,High
39,Female,Bachelor's Degree,Financial Manager,Managerial,16,Senior,200000,High
26,Male,Bachelor's,Junior Accountant,Accountant,1,Junior,35000,Low
34,Male,Master's Degree,Software Engineer,Engineering,9,Mid-level,125000,Moderate
26,Male,Bachelor's,Junior Software Developer,Developer,1,Junior,35000,Low
31,Male,PhD,Data Scientist,Science and Analytics,7,Mid-level,110000,Moderate
37,Female,Bachelor's Degree,Financial Analyst,Finance,12,Mid-level,160000,High
27,Male,Bachelor's,Junior Sales Representative,Sales,1,Junior,35000,Low
33,Female,Master's Degree,Software Engineer,Engineering,8,Mid-level,120000,Moderate
26,Male,Bachelor's,Junior Customer Support Specialist,Customer Care,2,Junior,35000,Low
27,Male,Bachelor's,Junior Business Development Associate,Business,1.5,Junior,35000,Low
36,Male,PhD,Research Scientist,Science and Analytics,11,Mid-level,155000,High
28,Male,Bachelor's,Junior Operations Analyst,Operations,1.5,Junior,35000,Low
32,Female,Bachelor's Degree,Marketing Manager,Managerial,8,Mid-level,115000,Moderate
29,Male,Bachelor's,Junior Business Operations Analyst,Business,1.5,Junior,35000,Low
25,Female,Bachelor's Degree,Marketing Analyst,Marketing,0,Intern,40000,Low
29,Female,Bachelor's,Junior Business Development Associate,Business,1.5,Junior,35000,Low
35,Female,PhD,Research Director,Director,12,Mid-level,175000,High
29,Female,Bachelor's,Junior Business Development Associate,Business,1.5,Junior,35000,Low
33,Female,Master's Degree,Marketing Manager,Managerial,9,Mid-level,135000,High
28,Female,Bachelor's,Junior Operations Manager,Managerial,1,Junior,35000,Low
24,Female,High School,Sales Associate,Sales,1,Junior,30000,Low
36,Male,PhD,Research Scientist,Science and Analytics,13,Mid-level,185000,High
40,Female,Bachelor's Degree,Financial Manager,Managerial,15,Senior,210000,High
31,Male,High School,Junior HR Generalist,HR,2,Junior,35000,Low
32,Female,PhD,Data Scientist,Science and Analytics,9,Mid-level,145000,High
31,Male,High School,Junior HR Generalist,HR,2,Junior,35000,Low
32,Female,Bachelor's Degree,Product Manager,Managerial,7,Mid-level,120000,Moderate
24,Male,High School,Delivery Driver,Customer Care,0,Intern,28000,Low
38,Male,Master's Degree,Marketing Director,Director,14,Mid-level,195000,High
40,Female,Bachelor's Degree,Financial Manager,Managerial,16,Senior,215000,High
31,Male,High School,Junior HR Generalist,HR,2,Junior,35000,Low
32,Female,PhD,Data Scientist,Science and Analytics,9,Mid-level,145000,High
31,Male,High School,Junior HR Generalist,HR,2,Junior,35000,Low
33,Female,Master's Degree,Marketing Manager,Managerial,9,Mid-level,135000,High
31,Male,High School,Junior HR Generalist,HR,2,Junior,35000,Low
36,Female,PhD,Research Scientist,Science and Analytics,13,Mid-level,185000,High
24,Female,High School,Sales Associate,Sales,1,Junior,30000,Low
31,Male,High School,Junior HR Generalist,HR,2,Junior,35000,Low
34,Male,PhD,Research Director,Director,12,Mid-level,170000,High
31,Male,High School,Junior HR Generalist,HR,2,Junior,35000,Low
32,Male,Bachelor's Degree,Product Manager,Managerial,7,Mid-level,120000,Moderate
24,Female,High School,Sales Associate,Sales,1,Junior,30000,Low
38,Male,Master's Degree,Marketing Director,Director,14,Mid-level,195000,High
40,Female,Bachelor's Degree,Financial Manager,Managerial,16,Senior,215000,High
31,Male,High School,Junior HR Generalist,HR,2,Junior,35000,Low
32,Female,PhD,Data Scientist,Science and Analytics,9,Mid-level,145000,High
31,Male,High School,Junior HR Generalist,HR,2,Junior,35000,Low
33,Female,Master's Degree,Marketing Manager,Managerial,9,Mid-level,135000,High
31,Male,High School,Junior HR Generalist,HR,2,Junior,35000,Low
36,Female,PhD,Research Scientist,Science and Analytics,13,Mid-level,185000,High
27,Male,High School,Junior Sales Associate,Sales,2,Junior,35000,Low
25,Female,Bachelor's Degree,Junior Software Developer,Developer,1,Junior,35000,Low
34,Male,PhD,Research Director,Director,12,Mid-level,170000,High
28,Male,High School,Junior Sales Associate,Sales,2,Junior,35000,Low
32,Male,Bachelor's Degree,Product Manager,Managerial,7,Mid-level,120000,Moderate
24,Female,High School,Sales Associate,Sales,1,Junior,30000,Low
38,Male,Master's Degree,Marketing Director,Director,14,Mid-level,195000,High
40,Female,Bachelor's Degree,Financial Manager,Managerial,16,Senior,215000,High
25,Female,Bachelor's Degree,Junior Software Developer,Developer,1,Junior,35000,Low
32,Female,PhD,Data Scientist,Science and Analytics,9,Mid-level,145000,High
28,Male,High School,Junior Sales Associate,Sales,2,Junior,35000,Low
33,Female,Master's Degree,Marketing Manager,Managerial,9,Mid-level,135000,High
25,Female,Bachelor's Degree,Junior Software Developer,Developer,1,Junior,35000,Low
36,Female,PhD,Research Scientist,Science and Analytics,13,Mid-level,185000,High
28,Male,High School,Junior Sales Associate,Sales,2,Junior,35000,Low
25,Female,Bachelor's Degree,Junior Software Developer,Developer,1,Junior,35000,Low
34,Male,PhD,Research Director,Director,12,Mid-level,170000,High
28,Male,High School,Junior Sales Associate,Sales,2,Junior,35000,Low
32,Male,Bachelor's Degree,Product Manager,Managerial,7,Mid-level,120000,Moderate
24,Female,High School,Sales Associate,Sales,1,Junior,30000,Low
38,Male,Master's Degree,Marketing Director,Director,14,Mid-level,195000,High
40,Female,Bachelor's Degree,Financial Manager,Managerial,16,Senior,215000,High
25,Female,Bachelor's Degree,Junior Software Developer,Developer,1,Junior,35000,Low
32,Female,PhD,Data Scientist,Science and Analytics,9,Mid-level,145000,High
28,Male,High School,Junior Sales Associate,Sales,2,Junior,35000,Low
33,Female,Master's Degree,Marketing Manager,Managerial,9,Mid-level,135000,High
25,Female,Bachelor's Degree,Junior Software Developer,Developer,1,Junior,35000,Low
36,Female,PhD,Research Scientist,Science and Analytics,13,Mid-level,185000,High
28,Male,High School,Junior Sales Associate,Sales,2,Junior,35000,Low
25,Female,Bachelor's Degree,Junior Software Developer,Developer,1,Junior,35000,Low
34,Male,PhD,Research Director,Director,12,Mid-level,170000,High
28,Male,High School,Junior Sales Associate,Sales,2,Junior,35000,Low
32,Male,Bachelor's Degree,Product Manager,Managerial,7,Mid-level,120000,Moderate
24,Female,High School,Sales Associate,Sales,1,Junior,30000,Low
38,Male,Master's Degree,Marketing Director,Director,14,Mid-level,195000,High
40,Female,Bachelor's Degree,Financial Manager,Managerial,16,Senior,215000,High
25,Female,Bachelor's Degree,Junior Software Developer,Developer,1,Junior,35000,Low
32,Female,PhD,Data Scientist,Science and Analytics,9,Mid-level,145000,High
26,Male,High School,Junior Sales Associate,Sales,2,Junior,35000,Low
33,Female,Master's Degree,Marketing Manager,Managerial,9,Mid-level,135000,High
26,Female,Bachelor's Degree,Junior Software Developer,Developer,1,Junior,35000,Low
36,Female,PhD,Research Scientist,Science and Analytics,13,Mid-level,185000,High
27,Male,High School,Junior Sales Associate,Sales,2,Junior,35000,Low
26,Female,Bachelor's Degree,Junior Software Developer,Developer,1,Junior,35000,Low
34,Male,PhD,Research Director,Director,12,Mid-level,170000,High
27,Male,High School,Junior Sales Associate,Sales,2,Junior,35000,Low
32,Male,Bachelor's Degree,Product Manager,Managerial,7,Mid-level,120000,Moderate
25,Female,High School,Customer Service Representative,Customer Care,1,Junior,30000,Low
38,Male,Master's Degree,Marketing Director,Director,14,Mid-level,195000,High
40,Female,Bachelor's Degree,Financial Manager,Managerial,16,Senior,215000,High
26,Female,Bachelor's Degree,Junior Software Developer,Developer,1,Junior,35000,Low
32,Female,PhD,Data Scientist,Science and Analytics,9,Mid-level,145000,High
27,Male,High School,Junior Sales Associate,Sales,2,Junior,35000,Low
33,Female,Master's Degree,Marketing Manager,Managerial,9,Mid-level,135000,High
26,Female,Bachelor's Degree,Junior Software Developer,Developer,1,Junior,35000,Low
36,Female,PhD,Research Scientist,Science and Analytics,13,Mid-level,185000,High
27,Male,High School,Junior Sales Associate,Sales,2,Junior,35000,Low
26,Female,Bachelor's Degree,Junior Software Developer,Developer,1,Junior,35000,Low
34,Male,PhD,Research Director,Director,12,Mid-level,170000,High
27,Male,High School,Junior Sales Associate,Sales,2,Junior,35000,Low
32,Male,Bachelor's Degree,Product Manager,Managerial,7,Mid-level,120000,Moderate
25,Female,High School,Customer Service Representative,Customer Care,1,Junior,30000,Low
38,Male,Master's Degree,Marketing Director,Director,14,Mid-level,195000,High
40,Female,Bachelor's Degree,Financial Manager,Managerial,16,Senior,215000,High
26,Female,Bachelor's Degree,Junior Software Developer,Developer,1,Junior,35000,Low
32,Female,PhD,Data Scientist,Science and Analytics,9,Mid-level,145000,High
27,Male,High School,Junior Sales Associate,Sales,2,Junior,35000,Low
33,Female,Master's Degree,Marketing Manager,Managerial,9,Mid-level,135000,High
26,Female,Bachelor's Degree,Junior Software Developer,Developer,1,Junior,35000,Low
36,Female,PhD,Research Scientist,Science and Analytics,13,Mid-level,185000,High
27,Male,High School,Junior Sales Associate,Sales,2,Junior,35000,Low
26,Female,Bachelor's Degree,Junior Software Developer,Developer,1,Junior,35000,Low
34,Male,PhD,Research Director,Director,12,Mid-level,170000,High
25,Female,Bachelor's Degree,Junior Software Developer,Developer,1,Junior,35000,Low
32,Male,Bachelor's Degree,Product Manager,Managerial,7,Mid-level,120000,Moderate
25,Female,High School,Customer Service Representative,Customer Care,1,Junior,30000,Low
38,Male,Master's Degree,Marketing Director,Director,14,Mid-level,195000,High
40,Female,Bachelor's Degree,Financial Manager,Managerial,16,Senior,215000,High
25,Female,Bachelor's Degree,Junior Software Developer,Developer,1,Junior,35000,Low
39,Male,PhD,Research Scientist,Science and Analytics,14,Mid-level,185000,High
32,Female,Bachelor's Degree,Marketing Manager,Managerial,7,Mid-level,120000,Moderate
25,Female,Bachelor's Degree,Junior Software Developer,Developer,1,Junior,35000,Low
35,Female,Master's Degree,Data Scientist,Science and Analytics,10,Mid-level,145000,High
25,Female,Bachelor's Degree,Junior Software Developer,Developer,1,Junior,35000,Low
33,Female,Master's Degree,Product Manager,Managerial,8,Mid-level,135000,High
25,Female,Bachelor's Degree,Junior Software Developer,Developer,1,Junior,35000,Low
36,Female,PhD,Research Director,Director,12,Mid-level,175000,High
24,Male,High School,Delivery Driver,Customer Care,0,Intern,28000,Low
38,Male,Master's Degree,Marketing Director,Director,14,Mid-level,195000,High
40,Female,Bachelor's Degree,Financial Manager,Managerial,16,Senior,215000,High
25,Female,Bachelor's Degree,Junior Software Developer,Developer,1,Junior,35000,Low
32,Female,PhD,Data Scientist,Science and Analytics,9,Mid-level,145000,High
25,Female,Bachelor's Degree,Junior Software Developer,Developer,1,Junior,35000,Low
33,Female,Master's Degree,Marketing Manager,Managerial,9,Mid-level,135000,High
25,Female,Bachelor's Degree,Junior Software Developer,Developer,1,Junior,35000,Low
36,Female,PhD,Research Scientist,Science and Analytics,13,Mid-level,185000,High
26,Female,Bachelor's Degree,Junior Software Developer,Developer,2,Junior,35000,Low
26,Female,Bachelor's Degree,Junior Software Developer,Developer,2,Junior,35000,Low
34,Male,PhD,Research Director,Director,12,Mid-level,170000,High
26,Female,Bachelor's Degree,Junior Software Developer,Developer,2,Junior,35000,Low
32,Male,Bachelor's Degree,Product Manager,Managerial,7,Mid-level,120000,Moderate
25,Female,High School,Customer Service Representative,Customer Care,1,Junior,30000,Low
38,Male,Master's Degree,Marketing Director,Director,14,Mid-level,195000,High
40,Female,Bachelor's Degree,Financial Manager,Managerial,16,Senior,215000,High
26,Female,Bachelor's Degree,Junior Software Developer,Developer,2,Junior,35000,Low
32,Female,PhD,Data Scientist,Science and Analytics,9,Mid-level,145000,High
26,Female,Bachelor's Degree,Junior Software Developer,Developer,2,Junior,35000,Low
33,Female,Master's Degree,Marketing Manager,Managerial,9,Mid-level,135000,High
26,Female,Bachelor's Degree,Junior Software Developer,Developer,2,Junior,35000,Low
36,Female,PhD,Research Scientist,Science and Analytics,13,Mid-level,185000,High
26,Female,Bachelor's Degree,Junior Software Developer,Developer,2,Junior,35000,Low
26,Female,Bachelor's Degree,Junior Software Developer,Developer,2,Junior,35000,Low
34,Male,PhD,Research Director,Director,12,Mid-level,170000,High
29,Female,High School,Junior Sales Associate,Sales,1,Junior,26000,Low
32,Male,Bachelor's Degree,Product Manager,Managerial,7,Mid-level,120000,Moderate
29,Female,High School,Junior Sales Associate,Sales,1,Junior,26000,Low
38,Male,Master's Degree,Marketing Director,Director,14,Mid-level,195000,High
40,Female,Bachelor's Degree,Financial Manager,Managerial,16,Senior,215000,High
26,Female,Bachelor's Degree,Junior HR Coordinator,HR,1,Junior,35000,Low
32,Female,PhD,Data Scientist,Science and Analytics,9,Mid-level,145000,High
26,Female,Bachelor's Degree,Web Developer,Developer,1,Junior,35000,Low
33,Female,Master's Degree,Marketing Manager,Managerial,9,Mid-level,135000,High
26,Female,Bachelor's Degree,Web Developer,Developer,1,Junior,35000,Low
36,Female,PhD,Research Scientist,Science and Analytics,13,Mid-level,185000,High
29,Female,High School,Junior Sales Associate,Sales,1,Junior,26000,Low
29,Female,High School,Junior Sales Associate,Sales,1,Junior,26000,Low
34,Male,PhD,Research Director,Director,12,Mid-level,170000,High
35,Female,Bachelor's Degree,Junior Sales Representative,Sales,2,Junior,35000,Low
32,Male,Bachelor's Degree,Product Manager,Managerial,7,Mid-level,120000,Moderate
29,Female,High School,Junior Sales Associate,Sales,1,Junior,26000,Low
38,Male,Master's Degree,Marketing Director,Director,14,Mid-level,195000,High
40,Female,Bachelor's Degree,Financial Manager,Managerial,16,Senior,215000,High
27,Female,Bachelor's Degree,Sales Associate,Sales,1,Junior,35000,Low
32,Female,PhD,Data Scientist,Science and Analytics,9,Mid-level,145000,High
29,Female,High School,Junior Sales Associate,Sales,1,Junior,26000,Low
33,Female,Master's Degree,Marketing Manager,Managerial,9,Mid-level,135000,High
